"";"Id";"Poids";"Couleur";"Régularité";"Intensité";"ID_unit";"Prob";"Stratum"
"69299";69299;0,9;"Jaune";"1";"3";30108;0,0129665001469292;3
"71209";71209;2,06;"Bleu";"2";"3";30518;0,0129665001469292;3
"71549";71549;1,1;"Jaune";"1";"3";30583;0,0129665001469292;3
"71594";71594;0,32;"Bleu";"3";"3";30595;0,0129665001469292;3
"71632";71632;0,4;"Bleu";"1";"3";30602;0,0129665001469292;3
"71994";71994;1,03;"Bleu";"2";"3";30677;0,0129665001469292;3
"72393";72393;0,7;"Bleu";"1";"3";30769;0,0129665001469292;3
"72790";72790;0,31;"Bleu";"3";"3";30857;0,0129665001469292;3
"72820";72820;0,4;"Bleu";"3";"3";30867;0,0129665001469292;3
"72910";72910;1,02;"Bleu";"2";"3";30890;0,0129665001469292;3
"73022";73022;0,31;"Rouge";"1";"3";30908;0,0129665001469292;3
"73088";73088;1,14;"Jaune";"2";"3";30923;0,0129665001469292;3
"74148";74148;0,92;"Bleu";"1";"3";31139;0,0129665001469292;3
"74439";74439;0,39;"Bleu";"2";"3";31210;0,0129665001469292;3
"74844";74844;1,6;"Bleu";"3";"3";31299;0,0129665001469292;3
"75175";75175;1;"Bleu";"1";"3";31372;0,0129665001469292;3
"77839";77839;0,53;"Jaune";"3";"3";31960;0,0129665001469292;3
"78818";78818;0,73;"Bleu";"3";"3";32180;0,0129665001469292;3
"79427";79427;1,07;"Rouge";"1";"3";32290;0,0129665001469292;3
"79757";79757;0,7;"Jaune";"2";"3";32374;0,0129665001469292;3
"80155";80155;1;"Bleu";"2";"3";32457;0,0129665001469292;3
"80320";80320;0,71;"Rouge";"3";"3";32507;0,0129665001469292;3
"80519";80519;1,26;"Bleu";"2";"3";32552;0,0129665001469292;3
"81482";81482;2,11;"Rouge";"1";"3";32772;0,0129665001469292;3
"81614";81614;0,53;"Jaune";"1";"3";32810;0,0129665001469292;3
"81846";81846;0,71;"Jaune";"3";"3";32870;0,0129665001469292;3
"81988";81988;0,7;"Rouge";"2";"3";32897;0,0129665001469292;3
"82016";82016;1,01;"Bleu";"2";"3";32909;0,0129665001469292;3
"82063";82063;1,01;"Rouge";"1";"3";32923;0,0129665001469292;3
"82507";82507;1,68;"Rouge";"2";"3";33021;0,0129665001469292;3
"82598";82598;1;"Rouge";"3";"3";33045;0,0129665001469292;3
"83213";83213;1,5;"Bleu";"3";"3";33181;0,0129665001469292;3
"83226";83226;1,02;"Jaune";"1";"3";33183;0,0129665001469292;3
"83735";83735;0,32;"Rouge";"3";"3";33305;0,0129665001469292;3
"83986";83986;1,3;"Bleu";"2";"3";33353;0,0129665001469292;3
"84671";84671;0,62;"Jaune";"2";"3";33516;0,0129665001469292;3
"84792";84792;0,46;"Jaune";"3";"3";33547;0,0129665001469292;3
"85572";85572;1,06;"Rouge";"2";"3";33733;0,0129665001469292;3
"85583";85583;0,41;"Rouge";"1";"3";33737;0,0129665001469292;3
"85908";85908;1,37;"Rouge";"2";"3";33817;0,0129665001469292;3
"87007";87007;0,4;"Jaune";"1";"3";34073;0,0129665001469292;3
"87254";87254;0,23;"Bleu";"2";"3";34137;0,0129665001469292;3
"87485";87485;0,43;"Rouge";"2";"3";34173;0,0129665001469292;3
"88235";88235;0,77;"Rouge";"1";"3";34349;0,0129665001469292;3
"89104";89104;1,23;"Bleu";"3";"3";34546;0,0129665001469292;3
"89250";89250;0,23;"Bleu";"1";"3";34577;0,0129665001469292;3
"89746";89746;0,38;"Jaune";"3";"3";34698;0,0129665001469292;3
"90068";90068;0,31;"Rouge";"1";"3";34779;0,0129665001469292;3
"90743";90743;1,72;"Bleu";"2";"3";34917;0,0129665001469292;3
"91802";91802;0,75;"Rouge";"2";"3";35130;0,0129665001469292;3
"91825";91825;1,02;"Rouge";"2";"3";35135;0,0129665001469292;3
"92002";92002;0,57;"Rouge";"2";"3";35176;0,0129665001469292;3
"92322";92322;1,01;"Jaune";"3";"3";35268;0,0129665001469292;3
"92468";92468;0,4;"Jaune";"2";"3";35291;0,0129665001469292;3
"92643";92643;0,71;"Jaune";"3";"3";35336;0,0129665001469292;3
"93198";93198;0,9;"Jaune";"1";"3";35458;0,0129665001469292;3
"93613";93613;0,51;"Bleu";"3";"3";35533;0,0129665001469292;3
"93626";93626;0,31;"Bleu";"1";"3";35535;0,0129665001469292;3
"93844";93844;0,59;"Rouge";"3";"3";35587;0,0129665001469292;3
"93969";93969;0,72;"Jaune";"3";"3";35620;0,0129665001469292;3
"93983";93983;0,79;"Bleu";"1";"3";35626;0,0129665001469292;3
"94835";94835;0,3;"Bleu";"2";"3";35806;0,0129665001469292;3
"95586";95586;0,46;"Bleu";"1";"3";35988;0,0129665001469292;3
"95593";95593;0,71;"Bleu";"1";"3";35989;0,0129665001469292;3
"96093";96093;0,41;"Rouge";"2";"3";36100;0,0129665001469292;3
"96219";96219;0,31;"Rouge";"2";"3";36131;0,0129665001469292;3
"96491";96491;1,03;"Rouge";"3";"3";36187;0,0129665001469292;3
"96561";96561;0,6;"Jaune";"1";"3";36203;0,0129665001469292;3
"96612";96612;0,51;"Jaune";"2";"3";36216;0,0129665001469292;3
"96630";96630;0,72;"Jaune";"1";"3";36219;0,0129665001469292;3
"96984";96984;0,3;"Rouge";"1";"3";36287;0,0129665001469292;3
"97790";97790;0,41;"Jaune";"3";"3";36445;0,0129665001469292;3
"98437";98437;0,7;"Rouge";"1";"3";36601;0,0129665001469292;3
"99267";99267;1,02;"Bleu";"1";"3";36793;0,0129665001469292;3
"99556";99556;0,61;"Rouge";"1";"3";36867;0,0129665001469292;3
"99570";99570;0,3;"Jaune";"3";"3";36868;0,0129665001469292;3
"99672";99672;1,5;"Bleu";"3";"3";36887;0,0129665001469292;3
"99718";99718;0,3;"Bleu";"3";"3";36896;0,0129665001469292;3
"99837";99837;1,03;"Jaune";"1";"3";36923;0,0129665001469292;3
"99872";99872;1,71;"Bleu";"3";"3";36937;0,0129665001469292;3
"100264";100264;0,71;"Bleu";"3";"3";37029;0,0129665001469292;3
"100609";100609;0,88;"Jaune";"3";"3";37121;0,0129665001469292;3
"101217";101217;0,4;"Bleu";"3";"3";37269;0,0129665001469292;3
"101728";101728;1;"Bleu";"2";"3";37377;0,0129665001469292;3
"102016";102016;1;"Rouge";"1";"3";37432;0,0129665001469292;3
"102236";102236;0,3;"Bleu";"1";"3";37480;0,0129665001469292;3
"102399";102399;0,92;"Bleu";"3";"3";37518;0,0129665001469292;3
"102903";102903;0,53;"Rouge";"2";"3";37641;0,0129665001469292;3
"103663";103663;2,03;"Rouge";"3";"3";37810;0,0129665001469292;3
"103686";103686;1,02;"Bleu";"1";"3";37818;0,0129665001469292;3
"103988";103988;1;"Rouge";"2";"3";37883;0,0129665001469292;3
"104973";104973;0,72;"Bleu";"2";"3";38105;0,0129665001469292;3
"105246";105246;0,84;"Jaune";"3";"3";38159;0,0129665001469292;3
"105375";105375;0,5;"Jaune";"3";"3";38182;0,0129665001469292;3
"105872";105872;1,25;"Bleu";"1";"3";38297;0,0129665001469292;3
"106778";106778;0,8;"Bleu";"1";"3";38506;0,0129665001469292;3
"107232";107232;1,14;"Rouge";"3";"3";38626;0,0129665001469292;3
"107319";107319;0,7;"Rouge";"1";"3";38656;0,0129665001469292;3
"107461";107461;1,05;"Bleu";"1";"3";38681;0,0129665001469292;3
"107617";107617;0,3;"Bleu";"2";"3";38712;0,0129665001469292;3
"107763";107763;1,01;"Bleu";"2";"3";38749;0,0129665001469292;3
"107820";107820;0,71;"Bleu";"1";"3";38756;0,0129665001469292;3
"109129";109129;1,01;"Bleu";"1";"3";39057;0,0129665001469292;3
"109247";109247;1,06;"Bleu";"1";"3";39086;0,0129665001469292;3
"109266";109266;0,32;"Rouge";"3";"3";39094;0,0129665001469292;3
"109735";109735;1,5;"Rouge";"3";"3";39197;0,0129665001469292;3
"109999";109999;0,73;"Rouge";"1";"3";39262;0,0129665001469292;3
"110532";110532;0,32;"Bleu";"1";"3";39377;0,0129665001469292;3
"111584";111584;1,01;"Bleu";"1";"3";39609;0,0129665001469292;3
"111616";111616;0,96;"Jaune";"1";"3";39620;0,0129665001469292;3
"111635";111635;0,9;"Jaune";"1";"3";39624;0,0129665001469292;3
"111967";111967;0,9;"Rouge";"2";"3";39703;0,0129665001469292;3
"112314";112314;1,64;"Rouge";"2";"3";39787;0,0129665001469292;3
"112442";112442;0,7;"Jaune";"1";"3";39824;0,0129665001469292;3
"112872";112872;0,51;"Rouge";"3";"3";39916;0,0129665001469292;3
"112879";112879;1,27;"Jaune";"1";"3";39918;0,0129665001469292;3
"113414";113414;1;"Rouge";"2";"3";40046;0,0129665001469292;3
"113455";113455;0,91;"Rouge";"1";"3";40065;0,0129665001469292;3
"113546";113546;0,81;"Rouge";"3";"3";40084;0,0129665001469292;3
"113619";113619;0,32;"Bleu";"1";"3";40099;0,0129665001469292;3
"114295";114295;0,28;"Bleu";"1";"3";40245;0,0129665001469292;3
"114365";114365;0,72;"Rouge";"1";"3";40260;0,0129665001469292;3
"114376";114376;2,03;"Bleu";"3";"3";40265;0,0129665001469292;3
"114660";114660;0,52;"Rouge";"1";"3";40323;0,0129665001469292;3
"114848";114848;1,01;"Jaune";"1";"3";40357;0,0129665001469292;3
"115161";115161;0,75;"Bleu";"3";"3";40427;0,0129665001469292;3
"115679";115679;0,71;"Jaune";"1";"3";40534;0,0129665001469292;3
"115864";115864;1,1;"Rouge";"3";"3";40586;0,0129665001469292;3
"116471";116471;0,53;"Jaune";"2";"3";40690;0,0129665001469292;3
"116992";116992;1,53;"Rouge";"3";"3";40820;0,0129665001469292;3
"117997";117997;0,7;"Rouge";"2";"3";41043;0,0129665001469292;3
"118128";118128;0,31;"Jaune";"1";"3";41058;0,0129665001469292;3
"118191";118191;0,58;"Jaune";"3";"3";41071;0,0129665001469292;3
"118200";118200;0,31;"Rouge";"2";"3";41073;0,0129665001469292;3
"118663";118663;1,31;"Bleu";"3";"3";41185;0,0129665001469292;3
"118750";118750;0,7;"Jaune";"1";"3";41207;0,0129665001469292;3
"118994";118994;0,53;"Rouge";"1";"3";41256;0,0129665001469292;3
"120649";120649;0,7;"Rouge";"3";"3";41623;0,0129665001469292;3
"120725";120725;2,01;"Bleu";"2";"3";41640;0,0129665001469292;3
"121166";121166;2;"Rouge";"2";"3";41735;0,0129665001469292;3
"74";74;0,44;"Jaune";"1";"4";41795;0,0142806371361184;4
"292";292;1,51;"Rouge";"3";"4";41847;0,0142806371361184;4
"783";783;1,32;"Rouge";"3";"4";41969;0,0142806371361184;4
"1899";1899;0,32;"Jaune";"2";"4";42226;0,0142806371361184;4
"2288";2288;0,33;"Jaune";"1";"4";42320;0,0142806371361184;4
"2445";2445;0,72;"Bleu";"1";"4";42361;0,0142806371361184;4
"2481";2481;1,34;"Jaune";"2";"4";42372;0,0142806371361184;4
"2498";2498;1,03;"Bleu";"1";"4";42378;0,0142806371361184;4
"2519";2519;0,35;"Bleu";"2";"4";42380;0,0142806371361184;4
"2631";2631;1,11;"Rouge";"1";"4";42408;0,0142806371361184;4
"3438";3438;2;"Rouge";"2";"4";42627;0,0142806371361184;4
"3492";3492;0,72;"Jaune";"1";"4";42643;0,0142806371361184;4
"3823";3823;0,42;"Bleu";"2";"4";42737;0,0142806371361184;4
"3846";3846;1,83;"Rouge";"3";"4";42750;0,0142806371361184;4
"4104";4104;0,43;"Jaune";"3";"4";42811;0,0142806371361184;4
"4519";4519;1,16;"Jaune";"2";"4";42923;0,0142806371361184;4
"5211";5211;0,5;"Bleu";"1";"4";43114;0,0142806371361184;4
"5331";5331;0,9;"Jaune";"1";"4";43146;0,0142806371361184;4
"5352";5352;1,06;"Jaune";"3";"4";43155;0,0142806371361184;4
"5679";5679;1,06;"Bleu";"2";"4";43240;0,0142806371361184;4
"6139";6139;1,52;"Bleu";"3";"4";43355;0,0142806371361184;4
"6187";6187;0,74;"Jaune";"1";"4";43363;0,0142806371361184;4
"6911";6911;2,14;"Rouge";"1";"4";43543;0,0142806371361184;4
"6923";6923;1,01;"Bleu";"3";"4";43547;0,0142806371361184;4
"7139";7139;0,93;"Jaune";"3";"4";43597;0,0142806371361184;4
"7498";7498;0,95;"Bleu";"1";"4";43684;0,0142806371361184;4
"7524";7524;2,01;"Bleu";"1";"4";43692;0,0142806371361184;4
"7605";7605;1,2;"Rouge";"2";"4";43708;0,0142806371361184;4
"8069";8069;1,2;"Jaune";"1";"4";43836;0,0142806371361184;4
"8234";8234;0,33;"Rouge";"2";"4";43884;0,0142806371361184;4
"8646";8646;1,02;"Jaune";"1";"4";43985;0,0142806371361184;4
"9072";9072;0,3;"Jaune";"1";"4";44090;0,0142806371361184;4
"9123";9123;2;"Bleu";"1";"4";44102;0,0142806371361184;4
"9489";9489;0,31;"Rouge";"1";"4";44207;0,0142806371361184;4
"10523";10523;2,1;"Jaune";"1";"4";44481;0,0142806371361184;4
"10656";10656;1,01;"Bleu";"1";"4";44517;0,0142806371361184;4
"11000";11000;0,7;"Jaune";"3";"4";44605;0,0142806371361184;4
"11382";11382;0,3;"Rouge";"1";"4";44685;0,0142806371361184;4
"11674";11674;0,71;"Bleu";"3";"4";44759;0,0142806371361184;4
"11683";11683;2,06;"Bleu";"1";"4";44761;0,0142806371361184;4
"11754";11754;0,9;"Bleu";"3";"4";44773;0,0142806371361184;4
"12340";12340;1,28;"Jaune";"2";"4";44917;0,0142806371361184;4
"13178";13178;1,25;"Rouge";"2";"4";45136;0,0142806371361184;4
"13223";13223;0,3;"Bleu";"1";"4";45156;0,0142806371361184;4
"13429";13429;1,58;"Bleu";"2";"4";45209;0,0142806371361184;4
"14157";14157;1,33;"Bleu";"1";"4";45398;0,0142806371361184;4
"14462";14462;0,54;"Bleu";"1";"4";45479;0,0142806371361184;4
"14870";14870;0,41;"Rouge";"2";"4";45571;0,0142806371361184;4
"14999";14999;0,42;"Bleu";"3";"4";45601;0,0142806371361184;4
"15304";15304;0,36;"Bleu";"2";"4";45682;0,0142806371361184;4
"15543";15543;1,82;"Rouge";"1";"4";45740;0,0142806371361184;4
"15831";15831;1,07;"Bleu";"3";"4";45816;0,0142806371361184;4
"16296";16296;1,5;"Rouge";"2";"4";45932;0,0142806371361184;4
"16827";16827;1;"Rouge";"2";"4";46053;0,0142806371361184;4
"16924";16924;0,77;"Rouge";"1";"4";46072;0,0142806371361184;4
"17114";17114;1,13;"Bleu";"3";"4";46124;0,0142806371361184;4
"17381";17381;0,9;"Bleu";"2";"4";46196;0,0142806371361184;4
"17769";17769;1,15;"Bleu";"1";"4";46288;0,0142806371361184;4
"18568";18568;1,01;"Bleu";"2";"4";46480;0,0142806371361184;4
"18868";18868;0,3;"Bleu";"1";"4";46552;0,0142806371361184;4
"19054";19054;0,38;"Bleu";"1";"4";46602;0,0142806371361184;4
"19218";19218;0,41;"Rouge";"3";"4";46647;0,0142806371361184;4
"19450";19450;0,7;"Bleu";"1";"4";46713;0,0142806371361184;4
"19508";19508;1,81;"Jaune";"3";"4";46727;0,0142806371361184;4
"19923";19923;0,73;"Rouge";"1";"4";46838;0,0142806371361184;4
"20850";20850;2,06;"Jaune";"1";"4";47056;0,0142806371361184;4
"20916";20916;0,73;"Bleu";"1";"4";47068;0,0142806371361184;4
"21036";21036;1,01;"Bleu";"3";"4";47095;0,0142806371361184;4
"21786";21786;0,41;"Jaune";"1";"4";47280;0,0142806371361184;4
"21968";21968;0,52;"Jaune";"2";"4";47325;0,0142806371361184;4
"22172";22172;0,54;"Bleu";"3";"4";47370;0,0142806371361184;4
"22472";22472;1,51;"Bleu";"2";"4";47464;0,0142806371361184;4
"22630";22630;0,42;"Bleu";"1";"4";47503;0,0142806371361184;4
"23114";23114;1,25;"Bleu";"2";"4";47605;0,0142806371361184;4
"23117";23117;1,16;"Bleu";"1";"4";47606;0,0142806371361184;4
"23509";23509;0,32;"Bleu";"1";"4";47711;0,0142806371361184;4
"23710";23710;1,26;"Jaune";"1";"4";47765;0,0142806371361184;4
"23724";23724;1,17;"Bleu";"2";"4";47769;0,0142806371361184;4
"23890";23890;1,3;"Rouge";"3";"4";47818;0,0142806371361184;4
"24760";24760;0,32;"Bleu";"2";"4";48019;0,0142806371361184;4
"24782";24782;1,09;"Bleu";"1";"4";48027;0,0142806371361184;4
"24826";24826;0,3;"Rouge";"1";"4";48041;0,0142806371361184;4
"25080";25080;0,58;"Bleu";"3";"4";48112;0,0142806371361184;4
"25163";25163;0,42;"Jaune";"1";"4";48131;0,0142806371361184;4
"25370";25370;0,9;"Bleu";"1";"4";48178;0,0142806371361184;4
"25598";25598;1,7;"Rouge";"3";"4";48241;0,0142806371361184;4
"25756";25756;0,4;"Rouge";"1";"4";48278;0,0142806371361184;4
"25951";25951;0,33;"Bleu";"1";"4";48331;0,0142806371361184;4
"25952";25952;0,3;"Bleu";"1";"4";48332;0,0142806371361184;4
"26507";26507;0,84;"Jaune";"2";"4";48476;0,0142806371361184;4
"26704";26704;0,8;"Bleu";"2";"4";48527;0,0142806371361184;4
"27002";27002;1,11;"Jaune";"1";"4";48605;0,0142806371361184;4
"27588";27588;0,42;"Rouge";"1";"4";48751;0,0142806371361184;4
"28150";28150;0,4;"Bleu";"3";"4";48898;0,0142806371361184;4
"28453";28453;1,01;"Rouge";"3";"4";48986;0,0142806371361184;4
"28704";28704;1,54;"Jaune";"1";"4";49055;0,0142806371361184;4
"29964";29964;0,62;"Bleu";"2";"4";49342;0,0142806371361184;4
"30481";30481;0,4;"Jaune";"3";"4";49461;0,0142806371361184;4
"30656";30656;2,06;"Jaune";"3";"4";49505;0,0142806371361184;4
"30678";30678;1,06;"Jaune";"1";"4";49509;0,0142806371361184;4
"31048";31048;0,55;"Jaune";"2";"4";49617;0,0142806371361184;4
"31512";31512;1,75;"Bleu";"1";"4";49720;0,0142806371361184;4
"31531";31531;0,36;"Rouge";"2";"4";49722;0,0142806371361184;4
"31701";31701;0,5;"Bleu";"1";"4";49764;0,0142806371361184;4
"31742";31742;0,76;"Rouge";"1";"4";49774;0,0142806371361184;4
"32005";32005;0,34;"Rouge";"1";"4";49839;0,0142806371361184;4
"32047";32047;1,01;"Rouge";"2";"4";49853;0,0142806371361184;4
"32068";32068;1,51;"Jaune";"1";"4";49859;0,0142806371361184;4
"32417";32417;0,7;"Bleu";"1";"4";49948;0,0142806371361184;4
"32459";32459;0,25;"Bleu";"2";"4";49960;0,0142806371361184;4
"32664";32664;0,7;"Bleu";"3";"4";50008;0,0142806371361184;4
"32696";32696;0,74;"Rouge";"1";"4";50014;0,0142806371361184;4
"33096";33096;0,33;"Bleu";"1";"4";50133;0,0142806371361184;4
"33272";33272;0,41;"Bleu";"1";"4";50185;0,0142806371361184;4
"33281";33281;1;"Jaune";"1";"4";50189;0,0142806371361184;4
"33314";33314;1,6;"Bleu";"1";"4";50198;0,0142806371361184;4
"33865";33865;1,7;"Bleu";"3";"4";50338;0,0142806371361184;4
"33881";33881;1;"Rouge";"1";"4";50347;0,0142806371361184;4
"34243";34243;0,3;"Rouge";"1";"4";50442;0,0142806371361184;4
"34395";34395;2,53;"Jaune";"1";"4";50484;0,0142806371361184;4
"34515";34515;1,7;"Rouge";"2";"4";50512;0,0142806371361184;4
"34649";34649;0,71;"Bleu";"3";"4";50551;0,0142806371361184;4
"34712";34712;1,28;"Rouge";"2";"4";50567;0,0142806371361184;4
"35767";35767;0,71;"Rouge";"2";"4";50831;0,0142806371361184;4
"35859";35859;1,03;"Jaune";"2";"4";50861;0,0142806371361184;4
"36448";36448;0,9;"Bleu";"2";"4";51012;0,0142806371361184;4
"36744";36744;0,61;"Bleu";"3";"4";51082;0,0142806371361184;4
"36886";36886;0,3;"Rouge";"2";"4";51116;0,0142806371361184;4
"37273";37273;0,34;"Bleu";"3";"4";51208;0,0142806371361184;4
"37329";37329;0,4;"Bleu";"1";"4";51223;0,0142806371361184;4
"37491";37491;2,26;"Jaune";"2";"4";51263;0,0142806371361184;4
"37596";37596;0,94;"Rouge";"1";"4";51287;0,0142806371361184;4
"37752";37752;0,5;"Rouge";"1";"4";51323;0,0142806371361184;4
"37772";37772;0,54;"Jaune";"1";"4";51327;0,0142806371361184;4
"37859";37859;0,43;"Bleu";"2";"4";51348;0,0142806371361184;4
"38009";38009;1,01;"Rouge";"1";"4";51393;0,0142806371361184;4
"38256";38256;0,31;"Jaune";"1";"4";51471;0,0142806371361184;4
"38270";38270;0,33;"Jaune";"1";"4";51479;0,0142806371361184;4
"38401";38401;0,38;"Bleu";"1";"4";51511;0,0142806371361184;4
"38510";38510;1,51;"Bleu";"2";"4";51543;0,0142806371361184;4
"38578";38578;2,02;"Bleu";"2";"4";51563;0,0142806371361184;4
"38646";38646;0,3;"Bleu";"2";"4";51580;0,0142806371361184;4
"38846";38846;1,21;"Bleu";"2";"4";51632;0,0142806371361184;4
"39003";39003;0,52;"Bleu";"3";"4";51673;0,0142806371361184;4
"39815";39815;0,62;"Bleu";"2";"4";51875;0,0142806371361184;4
"39826";39826;2,13;"Bleu";"3";"4";51878;0,0142806371361184;4
"39929";39929;0,43;"Rouge";"2";"4";51903;0,0142806371361184;4
"40046";40046;1,02;"Jaune";"1";"4";51937;0,0142806371361184;4
"40351";40351;1,37;"Jaune";"3";"4";52016;0,0142806371361184;4
"40415";40415;2,01;"Rouge";"3";"4";52032;0,0142806371361184;4
"40446";40446;0,4;"Bleu";"2";"4";52038;0,0142806371361184;4
"40650";40650;0,37;"Rouge";"1";"4";52095;0,0142806371361184;4
"40876";40876;0,7;"Bleu";"1";"4";52154;0,0142806371361184;4
"41324";41324;1,09;"Rouge";"2";"4";52273;0,0142806371361184;4
"41370";41370;1,21;"Jaune";"2";"4";52291;0,0142806371361184;4
"42330";42330;1,35;"Bleu";"2";"4";52552;0,0142806371361184;4
"42489";42489;2,02;"Rouge";"1";"4";52602;0,0142806371361184;4
"43029";43029;1,2;"Jaune";"1";"4";52735;0,0142806371361184;4
"43348";43348;1,27;"Bleu";"1";"4";52822;0,0142806371361184;4
"43637";43637;0,32;"Jaune";"1";"4";52891;0,0142806371361184;4
"44130";44130;1,02;"Rouge";"3";"4";53020;0,0142806371361184;4
"44408";44408;0,82;"Jaune";"1";"4";53088;0,0142806371361184;4
"44745";44745;0,9;"Jaune";"1";"4";53163;0,0142806371361184;4
"44948";44948;0,92;"Jaune";"3";"4";53205;0,0142806371361184;4
"45439";45439;0,28;"Jaune";"2";"4";53338;0,0142806371361184;4
"45564";45564;0,7;"Jaune";"1";"4";53371;0,0142806371361184;4
"45786";45786;0,31;"Rouge";"1";"4";53431;0,0142806371361184;4
"46120";46120;0,92;"Bleu";"3";"4";53516;0,0142806371361184;4
"46173";46173;2,16;"Jaune";"1";"4";53529;0,0142806371361184;4
"46615";46615;0,4;"Bleu";"1";"4";53638;0,0142806371361184;4
"46726";46726;1,01;"Rouge";"2";"4";53671;0,0142806371361184;4
"46885";46885;0,71;"Rouge";"2";"4";53700;0,0142806371361184;4
"47690";47690;1,01;"Jaune";"2";"4";53914;0,0142806371361184;4
"48363";48363;1,05;"Rouge";"3";"4";54076;0,0142806371361184;4
"48395";48395;0,91;"Bleu";"2";"4";54082;0,0142806371361184;4
"48474";48474;1,1;"Jaune";"1";"4";54102;0,0142806371361184;4
"48714";48714;1,56;"Rouge";"2";"4";54162;0,0142806371361184;4
"48726";48726;1,04;"Rouge";"2";"4";54163;0,0142806371361184;4
"48816";48816;0,32;"Jaune";"2";"4";54181;0,0142806371361184;4
"49050";49050;1,06;"Jaune";"1";"4";54237;0,0142806371361184;4
"49770";49770;0,55;"Rouge";"2";"4";54417;0,0142806371361184;4
"49984";49984;1,04;"Bleu";"2";"4";54469;0,0142806371361184;4
"50019";50019;1,01;"Rouge";"2";"4";54477;0,0142806371361184;4
"50417";50417;0,52;"Rouge";"2";"4";54592;0,0142806371361184;4
"50501";50501;0,7;"Jaune";"3";"4";54615;0,0142806371361184;4
"50614";50614;2,06;"Bleu";"3";"4";54639;0,0142806371361184;4
"50689";50689;0,51;"Jaune";"3";"4";54662;0,0142806371361184;4
"50944";50944;0,31;"Bleu";"1";"4";54723;0,0142806371361184;4
"51067";51067;0,41;"Bleu";"1";"4";54761;0,0142806371361184;4
"51955";51955;1,15;"Bleu";"1";"4";54999;0,0142806371361184;4
"52244";52244;0,92;"Bleu";"1";"4";55066;0,0142806371361184;4
"52404";52404;0,4;"Jaune";"1";"4";55112;0,0142806371361184;4
"52418";52418;1;"Bleu";"3";"4";55116;0,0142806371361184;4
"52590";52590;0,33;"Bleu";"3";"4";55155;0,0142806371361184;4
"52719";52719;0,51;"Jaune";"3";"4";55186;0,0142806371361184;4
"53081";53081;0,75;"Bleu";"1";"4";55274;0,0142806371361184;4
"53275";53275;1,01;"Bleu";"1";"4";55331;0,0142806371361184;4
"53493";53493;0,56;"Jaune";"1";"4";55383;0,0142806371361184;4
"53568";53568;0,36;"Bleu";"1";"4";55406;0,0142806371361184;4
"53823";53823;0,32;"Bleu";"1";"4";55467;0,0142806371361184;4
"54361";54361;0,53;"Rouge";"1";"4";55613;0,0142806371361184;4
"54428";54428;1,01;"Rouge";"1";"4";55625;0,0142806371361184;4
"54571";54571;0,6;"Rouge";"1";"4";55661;0,0142806371361184;4
"54611";54611;0,82;"Jaune";"2";"4";55671;0,0142806371361184;4
"54658";54658;0,36;"Jaune";"2";"4";55681;0,0142806371361184;4
"54884";54884;0,32;"Rouge";"1";"4";55734;0,0142806371361184;4
"54995";54995;0,72;"Rouge";"1";"4";55766;0,0142806371361184;4
"55412";55412;0,63;"Bleu";"2";"4";55882;0,0142806371361184;4
"55806";55806;0,24;"Rouge";"3";"4";55979;0,0142806371361184;4
"56067";56067;0,4;"Rouge";"1";"4";56036;0,0142806371361184;4
"56452";56452;0,9;"Bleu";"1";"4";56144;0,0142806371361184;4
"56490";56490;0,34;"Rouge";"3";"4";56152;0,0142806371361184;4
"56580";56580;0,3;"Jaune";"2";"4";56168;0,0142806371361184;4
"57270";57270;2,04;"Bleu";"3";"4";56340;0,0142806371361184;4
"57679";57679;1,21;"Bleu";"1";"4";56439;0,0142806371361184;4
"57856";57856;1,02;"Jaune";"1";"4";56482;0,0142806371361184;4
"57880";57880;1,07;"Bleu";"3";"4";56489;0,0142806371361184;4
"58103";58103;0,83;"Rouge";"2";"4";56550;0,0142806371361184;4
"58761";58761;2,42;"Rouge";"1";"4";56715;0,0142806371361184;4
"58888";58888;0,91;"Rouge";"2";"4";56742;0,0142806371361184;4
"59335";59335;0,31;"Jaune";"2";"4";56852;0,0142806371361184;4
"59351";59351;0,56;"Jaune";"2";"4";56856;0,0142806371361184;4
"59543";59543;1,01;"Rouge";"3";"4";56909;0,0142806371361184;4
"59882";59882;1,01;"Bleu";"3";"4";56987;0,0142806371361184;4
"60015";60015;0,32;"Jaune";"2";"4";57016;0,0142806371361184;4
"60416";60416;0,42;"Bleu";"3";"4";57141;0,0142806371361184;4
"60636";60636;1;"Rouge";"2";"4";57198;0,0142806371361184;4
"60925";60925;0,78;"Jaune";"2";"4";57270;0,0142806371361184;4
"60971";60971;0,7;"Bleu";"1";"4";57281;0,0142806371361184;4
"61191";61191;0,34;"Rouge";"2";"4";57329;0,0142806371361184;4
"61195";61195;0,4;"Bleu";"2";"4";57330;0,0142806371361184;4
"62639";62639;2,02;"Jaune";"2";"4";57684;0,0142806371361184;4
"63334";63334;0,35;"Jaune";"3";"4";57865;0,0142806371361184;4
"63373";63373;0,73;"Rouge";"2";"4";57875;0,0142806371361184;4
"63422";63422;1,2;"Bleu";"1";"4";57886;0,0142806371361184;4
"65121";65121;0,39;"Rouge";"3";"4";58367;0,0142806371361184;4
"65160";65160;0,92;"Rouge";"3";"4";58372;0,0142806371361184;4
"65173";65173;1,5;"Bleu";"1";"4";58377;0,0142806371361184;4
