"","Id","Prix","Poids","Couleur","Intensité","Régularité"
"38582",38582,36.09,0.74,"Jaune",3,3
"38751",38751,89.12,2.07,"Bleu",4,1
"38841",38841,33.55,0.33,"Bleu",5,2
"38873",38873,43.93,0.91,"Rouge",1,2
"38884",38884,37.8,0.7,"Bleu",4,2
"38904",38904,46.68,1.21,"Bleu",4,1
"38954",38954,27.12,0.5,"Rouge",2,1
"39007",39007,31.87,0.3,"Jaune",5,1
"39080",39080,35.39,0.39,"Jaune",5,3
"39113",39113,41.2,0.61,"Jaune",3,2
"39119",39119,67.25,1.51,"Bleu",4,1
"39227",39227,22.3,0.3,"Bleu",2,3
"39289",39289,54.87,1.09,"Jaune",2,1
"39329",39329,31.09,0.31,"Jaune",5,1
"39533",39533,26.68,0.34,"Bleu",4,2
"39571",39571,16.19,0.31,"Bleu",2,2
"39598",39598,56.49,1.01,"Rouge",2,1
"39634",39634,61.54,1.2,"Rouge",4,1
"39682",39682,52.34,0.61,"Bleu",5,3
"39694",39694,62.2,0.9,"Jaune",5,1
"39812",39812,30.75,0.34,"Bleu",5,2
"39821",39821,60.64,0.9,"Rouge",5,2
"39876",39876,37.3,0.92,"Bleu",4,3
"39883",39883,52.92,0.75,"Jaune",5,1
"39905",39905,46.3,0.71,"Rouge",4,1
"39981",39981,20.45,0.47,"Rouge",4,1
"40013",40013,31.47,0.33,"Jaune",5,2
"40229",40229,104.01,2,"Jaune",5,1
"40312",40312,19.24,0.3,"Bleu",2,2
"40337",40337,20.96,0.55,"Rouge",3,1
"40362",40362,30.58,0.3,"Rouge",4,2
"40468",40468,77.54,1.59,"Rouge",3,3
"40787",40787,70.76,1.74,"Rouge",3,2
"40888",40888,30.59,0.33,"Jaune",2,3
"41150",41150,46.97,0.62,"Bleu",5,2
"41247",41247,69.05,1.08,"Rouge",5,2
"41260",41260,20.08,0.38,"Bleu",4,1
"41367",41367,78.22,0.91,"Rouge",5,1
"41469",41469,22.11,0.33,"Rouge",5,3
"41498",41498,65.14,1.52,"Rouge",4,3
"41555",41555,33.7,0.3,"Rouge",3,2
"41583",41583,95.94,1.53,"Jaune",5,2
"41634",41634,52.67,0.34,"Jaune",5,1
"41914",41914,33.35,0.34,"Rouge",4,3
"41977",41977,36.26,1.01,"Rouge",4,2
"42019",42019,75.44,1.23,"Bleu",5,1
"42084",42084,96.66,1.63,"Jaune",5,1
"42120",42120,52.27,0.74,"Jaune",4,3
"42157",42157,42.09,0.32,"Bleu",5,3
"42162",42162,45.53,0.7,"Rouge",5,1
"42238",42238,93.27,2.01,"Bleu",4,1
"42282",42282,73.77,1.55,"Bleu",4,2
"42367",42367,74.5,1.4,"Jaune",3,1
"42384",42384,84.05,2,"Bleu",4,2
"42404",42404,37.35,0.3,"Jaune",2,3
"42432",42432,18.89,0.41,"Bleu",3,2
"42576",42576,62.18,1.22,"Jaune",4,3
"42620",42620,23.65,0.38,"Bleu",5,2
"42704",42704,64.5,1.25,"Rouge",4,1
"42752",42752,45.13,0.73,"Rouge",5,3
"42757",42757,79.4,1.04,"Rouge",5,1
"42985",42985,64.6,1.5,"Jaune",3,1
"43010",43010,38.07,0.71,"Rouge",5,1
"43015",43015,89.15,2,"Rouge",3,1
"43018",43018,57.2,0.91,"Jaune",4,1
"43044",43044,32.15,0.58,"Bleu",3,2
"43048",43048,53.06,0.9,"Jaune",3,2
"43087",43087,58.41,1.02,"Bleu",4,3
"43133",43133,37.64,1.02,"Bleu",3,1
"43170",43170,56.29,1.1,"Rouge",3,1
"43229",43229,56.24,0.53,"Jaune",5,1
"43333",43333,16.99,0.34,"Rouge",5,2
"43338",43338,111.76,2.04,"Rouge",5,2
"43407",43407,49.7,0.91,"Jaune",3,2
"43518",43518,31.2,0.36,"Rouge",4,2
"43567",43567,69.25,1.2,"Bleu",3,2
"43731",43731,63.33,1.08,"Rouge",5,2
"43882",43882,68.64,1.05,"Rouge",5,2
"43979",43979,30.3,0.32,"Rouge",5,2
"43988",43988,41.14,0.53,"Bleu",4,2
"44016",44016,64.04,0.73,"Jaune",5,1
"44196",44196,35.22,1,"Bleu",1,3
"44203",44203,71.04,1.21,"Bleu",5,1
"44237",44237,63.65,1.71,"Rouge",3,2
"44262",44262,30.97,0.28,"Rouge",5,1
"44266",44266,33.86,0.46,"Rouge",3,1
"44393",44393,72.36,1.01,"Jaune",5,3
"44406",44406,38.88,0.7,"Bleu",3,3
"44606",44606,29.57,0.38,"Bleu",5,2
"44620",44620,38.67,0.31,"Bleu",4,3
"44628",44628,44.59,0.71,"Rouge",3,2
"44898",44898,38.46,0.55,"Jaune",4,3
"44953",44953,82.58,1.29,"Rouge",5,1
"44962",44962,48.38,0.9,"Bleu",4,1
"44996",44996,30.75,0.32,"Bleu",5,1
"45040",45040,92.37,2.24,"Jaune",4,3
"45091",45091,35.87,0.42,"Rouge",5,3
"45104",45104,24.85,0.31,"Bleu",5,2
"45306",45306,19.38,0.34,"Rouge",5,3
"45314",45314,26.04,0.9,"Bleu",1,1
"45434",45434,43.01,0.72,"Bleu",5,3
"45442",45442,52.3,1.24,"Bleu",4,2
"45463",45463,11.46,0.3,"Rouge",4,2
"45505",45505,35.46,0.33,"Jaune",5,2
"45526",45526,33.63,0.27,"Bleu",3,2
"45756",45756,29.08,0.4,"Bleu",3,1
"45781",45781,40.7,0.74,"Bleu",5,3
"45799",45799,33.63,0.3,"Rouge",4,2
"45878",45878,50.32,0.95,"Jaune",3,3
"45981",45981,32.11,0.51,"Jaune",3,1
"45990",45990,65.52,1.53,"Rouge",4,2
"45993",45993,37.75,0.71,"Bleu",4,1
"46026",46026,77.71,1.01,"Bleu",5,3
"46038",46038,45.27,0.7,"Jaune",1,1
"46083",46083,25.32,0.3,"Bleu",5,2
"46122",46122,29.78,0.34,"Jaune",5,2
"46136",46136,28.98,0.32,"Bleu",3,2
"46183",46183,55.62,1.01,"Rouge",4,2
"46460",46460,37.46,0.54,"Bleu",5,1
"46476",46476,42.3,0.51,"Jaune",3,1
"46511",46511,31.2,0.26,"Bleu",5,1
"46571",46571,23.53,0.31,"Bleu",2,1
"46582",46582,37.3,0.31,"Rouge",5,3
"46715",46715,31.25,0.4,"Rouge",3,2
"46730",46730,23.07,0.3,"Jaune",5,1
"46817",46817,16.03,0.25,"Jaune",3,3
"46911",46911,16.8,0.24,"Jaune",3,1
"46945",46945,16.41,0.35,"Bleu",5,1
"47097",47097,42.49,0.7,"Bleu",2,1
"47178",47178,53.78,1.09,"Bleu",4,1
"47200",47200,53.67,1.01,"Bleu",4,1
"47435",47435,50.34,0.44,"Bleu",5,3
"47450",47450,36.12,0.7,"Bleu",4,1
"47480",47480,28.63,0.3,"Jaune",5,1
"47545",47545,54.94,0.71,"Rouge",5,2
"47591",47591,15.79,0.32,"Bleu",5,3
"47596",47596,50.51,1,"Bleu",4,3
"47601",47601,99.63,2.04,"Rouge",3,1
"47632",47632,49.85,0.63,"Rouge",4,2
"47679",47679,31.89,0.32,"Bleu",5,2
"47693",47693,51.77,1.01,"Jaune",3,1
"47806",47806,59.08,1.2,"Rouge",4,3
"47819",47819,34.5,0.38,"Rouge",5,3
"47959",47959,30.29,0.51,"Bleu",2,1
"48018",48018,25.73,0.71,"Rouge",1,2
"48164",48164,41.73,1.17,"Bleu",1,2
"48178",48178,35.92,0.51,"Bleu",5,1
"48365",48365,36.53,0.28,"Rouge",5,1
"48396",48396,28.05,0.7,"Bleu",2,2
"48605",48605,62.66,1.01,"Jaune",5,1
"48732",48732,42.43,0.71,"Rouge",3,3
"48765",48765,79.77,1.5,"Jaune",4,2
"48798",48798,26.35,0.58,"Rouge",2,3
"48810",48810,37.47,0.42,"Rouge",5,3
"48824",48824,82.36,1.72,"Rouge",4,2
"48849",48849,56.7,1.1,"Bleu",4,3
"48874",48874,48.27,1,"Bleu",2,3
"48931",48931,33.98,0.53,"Jaune",2,2
"49074",49074,39.77,0.55,"Jaune",5,1
"49116",49116,73.21,1.28,"Jaune",4,3
"49145",49145,31.29,0.35,"Bleu",5,2
"49239",49239,32.5,0.49,"Bleu",4,1
"49280",49280,16.58,0.28,"Rouge",5,1
"49399",49399,37.14,0.38,"Bleu",4,3
"49885",49885,34.47,1,"Jaune",1,2
"49944",49944,42.37,0.9,"Rouge",5,1
"50005",50005,27.45,0.44,"Rouge",4,3
"50090",50090,25.84,0.8,"Rouge",3,3
"50154",50154,16.24,0.25,"Jaune",4,1
"50203",50203,55.64,0.9,"Bleu",5,1
"50567",50567,37.14,0.39,"Jaune",5,2
"50580",50580,18.46,0.28,"Rouge",3,1
"50611",50611,30.61,0.32,"Rouge",5,3
"50624",50624,23.02,0.32,"Bleu",3,1
"50743",50743,29.33,0.44,"Rouge",3,3
"50802",50802,126.66,2.4,"Jaune",5,2
"50827",50827,40.78,1.01,"Rouge",4,2
"50896",50896,66.46,1.04,"Jaune",4,2
"51046",51046,32.65,0.32,"Jaune",3,2
"51071",51071,52.9,1.02,"Rouge",4,3
"51105",51105,33.51,0.4,"Bleu",3,1
"51410",51410,44.54,0.7,"Bleu",5,1
"51417",51417,59.52,0.71,"Bleu",5,1
"51484",51484,22.99,0.39,"Rouge",3,1
"51527",51527,37.92,1,"Bleu",2,1
"51753",51753,63,1.01,"Bleu",5,3
"51799",51799,39.48,0.9,"Bleu",2,2
"51849",51849,36.12,0.24,"Jaune",5,1
"52072",52072,42.43,0.5,"Rouge",2,1
"52128",52128,43.4,0.9,"Rouge",3,2
"52192",52192,99.68,2.11,"Rouge",4,2
"52235",52235,40.83,0.3,"Bleu",5,3
"52364",52364,34.65,0.43,"Rouge",3,2
"52513",52513,48.33,0.89,"Rouge",5,2
"52554",52554,22.53,0.3,"Bleu",5,1
"52611",52611,32.02,0.55,"Rouge",3,2
"52632",52632,35.89,0.32,"Jaune",5,2
"52650",52650,24.45,0.32,"Bleu",4,3
"52699",52699,50.3,0.7,"Rouge",5,2
"52713",52713,34.85,0.5,"Bleu",5,1
"52745",52745,50.86,1.21,"Rouge",4,1
"52768",52768,22.26,0.33,"Rouge",4,1
"52876",52876,85.42,1.7,"Jaune",4,2
"53040",53040,68.88,1.1,"Jaune",5,1
"53099",53099,56.84,1.01,"Rouge",5,1
"53381",53381,21.74,0.3,"Rouge",5,1
"53393",53393,33.97,0.32,"Rouge",5,3
"53477",53477,64.32,1.08,"Jaune",3,3
"53542",53542,46.05,0.94,"Bleu",2,2
"53553",53553,15.89,0.41,"Rouge",5,2
"53600",53600,62.11,1.61,"Bleu",2,1
"53624",53624,43.63,0.74,"Rouge",4,1
"53659",53659,42.39,0.4,"Bleu",2,1
"53693",53693,38.55,0.75,"Bleu",2,1
"53736",53736,41.8,0.79,"Rouge",4,1
"53739",53739,48.81,0.7,"Rouge",4,1
"53933",53933,24.46,0.4,"Rouge",4,3
"53957",53957,43.6,1.04,"Rouge",3,1
"54062",54062,40.9,0.9,"Rouge",3,1
"54134",54134,31.26,0.5,"Rouge",3,2
"54252",54252,75.75,1.51,"Bleu",3,1
"54348",54348,16.56,0.33,"Bleu",4,2
"54352",54352,58.21,0.8,"Rouge",5,2
"54366",54366,12.84,0.45,"Bleu",2,1
"54369",54369,41.49,0.9,"Bleu",4,1
"54381",54381,28.52,0.31,"Bleu",4,3
"54382",54382,18.77,0.41,"Bleu",2,3
"54428",54428,52.02,1.01,"Rouge",4,1
"54514",54514,59.72,0.72,"Bleu",5,1
"54608",54608,34.27,1.01,"Jaune",1,3
"54718",54718,76.08,1.8,"Rouge",3,3
"54769",54769,35.39,0.7,"Bleu",3,1
"54778",54778,28.97,0.32,"Rouge",5,1
"54788",54788,34.9,0.38,"Rouge",5,2
"54827",54827,74.71,1.34,"Jaune",4,1
"54873",54873,40.37,0.44,"Rouge",3,1
"54878",54878,45.25,0.55,"Jaune",5,1
"54987",54987,29.84,0.32,"Bleu",5,2
"55001",55001,35.99,0.31,"Jaune",5,2
"55019",55019,49.83,0.94,"Bleu",4,1
"55029",55029,46.3,0.8,"Jaune",3,2
"55037",55037,34.52,0.3,"Bleu",5,2
"55092",55092,52.75,0.77,"Rouge",3,3
"55096",55096,32.58,0.38,"Bleu",5,1
"55239",55239,84.43,1.53,"Bleu",5,2
"55586",55586,37.24,0.7,"Rouge",3,1
"55589",55589,83.85,1.52,"Jaune",5,2
"55594",55594,68.41,1.08,"Jaune",4,1
"55599",55599,56.2,0.83,"Jaune",5,1
"55636",55636,34.65,0.52,"Jaune",1,3
"55728",55728,76.11,1.54,"Rouge",4,1
"56018",56018,28.58,0.4,"Bleu",3,2
"56054",56054,53.99,1,"Bleu",4,2
"56062",56062,26.49,0.5,"Rouge",4,2
"56092",56092,25.04,0.51,"Bleu",4,3
"56108",56108,25.17,0.35,"Bleu",5,1
"56114",56114,29.11,0.56,"Bleu",2,1
"56191",56191,36.08,0.6,"Bleu",2,3
"56273",56273,78.35,1.16,"Jaune",5,1
"56286",56286,30.22,0.34,"Bleu",5,2
"56312",56312,38.97,0.42,"Bleu",5,1
"56345",56345,70.34,1.22,"Rouge",4,2
"56352",56352,26.14,0.34,"Rouge",4,3
"56383",56383,40.17,0.42,"Jaune",4,3
"56416",56416,53.66,0.76,"Jaune",5,1
"56422",56422,21.96,0.33,"Bleu",5,2
"56438",56438,29.64,0.51,"Bleu",5,3
"56468",56468,65.38,1.23,"Jaune",3,1
"56524",56524,49.87,1.21,"Bleu",3,3
"56552",56552,98.18,1.52,"Jaune",5,1
"56553",56553,18.07,0.33,"Jaune",3,2
"56557",56557,31.92,0.31,"Bleu",2,1
"56677",56677,41.89,0.71,"Bleu",5,3
"56781",56781,21.39,0.23,"Rouge",2,1
"56892",56892,39.31,0.92,"Jaune",3,1
"56902",56902,35.35,1.06,"Bleu",4,1
"57261",57261,61.93,1.22,"Rouge",5,3
"57361",57361,29.51,0.3,"Jaune",5,3
"57381",57381,29.4,0.5,"Jaune",3,2
"57384",57384,67.96,1.15,"Bleu",5,1
"57418",57418,53.32,1.01,"Rouge",2,2
"57515",57515,59.09,1.21,"Rouge",4,3
"57587",57587,42.09,0.56,"Jaune",5,3
"57704",57704,71.89,1.51,"Jaune",4,1
"57817",57817,36.95,0.6,"Rouge",4,1
"57823",57823,52.01,1.23,"Rouge",4,1
"57972",57972,86.75,1.5,"Jaune",5,2
"58014",58014,23.07,0.3,"Bleu",5,3
"58142",58142,33.31,0.23,"Bleu",3,1
"58188",58188,46.49,0.9,"Jaune",3,1
"58316",58316,28.16,0.41,"Rouge",5,3
"58444",58444,32.43,0.31,"Bleu",5,1
"58502",58502,26.55,0.61,"Rouge",3,3
"58553",58553,47.87,0.52,"Jaune",5,1
"58589",58589,60.11,1.21,"Jaune",2,2
"58712",58712,34.62,0.65,"Rouge",1,3
"58714",58714,43.03,0.7,"Rouge",2,2
"58813",58813,35.9,0.33,"Jaune",4,2
"58832",58832,45.99,0.5,"Jaune",4,3
"58889",58889,40.69,0.42,"Rouge",5,1
"58899",58899,37.46,0.33,"Rouge",5,2
"58984",58984,37.97,0.5,"Rouge",4,1
"59005",59005,103.95,2.04,"Rouge",5,1
"59026",59026,37.16,0.71,"Rouge",2,2
"59187",59187,44.55,1.03,"Rouge",4,2
"59253",59253,44.97,0.57,"Rouge",5,3
"59429",59429,33.48,0.23,"Rouge",3,1
"59483",59483,45.2,0.4,"Rouge",2,2
"59778",59778,16.2,0.34,"Bleu",2,3
"59871",59871,48.42,1,"Bleu",4,3
"59933",59933,37.99,0.52,"Rouge",4,1
"59939",59939,44.15,0.41,"Bleu",5,2
"60059",60059,35.13,0.29,"Jaune",5,1
"60231",60231,20.96,0.33,"Rouge",5,2
"60254",60254,85.55,2.03,"Jaune",4,1
"60635",60635,68.56,2.01,"Bleu",1,1
"60698",60698,60.58,1.26,"Jaune",3,2
"60723",60723,55.22,1.15,"Bleu",4,1
"60914",60914,29.41,0.36,"Jaune",5,2
"60976",60976,42.28,1.03,"Bleu",2,1
"60985",60985,62.22,1.02,"Jaune",5,2
"61014",61014,37.99,0.56,"Bleu",5,2
"61073",61073,39.95,1.01,"Rouge",2,2
"61203",61203,71.37,1.52,"Bleu",4,2
"61208",61208,59.99,1.8,"Bleu",4,1
"61350",61350,81.21,1.51,"Bleu",5,1
"61391",61391,55.99,0.81,"Bleu",5,1
"61451",61451,24.42,0.75,"Bleu",4,1
"61603",61603,47.69,1.01,"Bleu",4,2
"61652",61652,66.18,1.07,"Rouge",5,2
"61677",61677,77.02,1.17,"Rouge",5,3
"61695",61695,52.2,0.85,"Rouge",5,3
"61717",61717,68.44,1.28,"Rouge",5,3
"61809",61809,71.3,1.02,"Jaune",5,2
"61885",61885,31.05,0.51,"Rouge",4,1
"62059",62059,63.27,1,"Rouge",5,2
"62125",62125,56.94,0.9,"Bleu",4,3
"62229",62229,16.1,0.55,"Bleu",4,2
"62230",62230,35.59,0.52,"Jaune",4,2
"62358",62358,82.28,1.71,"Bleu",3,1
"62363",62363,40.55,0.31,"Rouge",5,3
"62521",62521,46.88,0.24,"Jaune",4,3
"62535",62535,57.76,1.28,"Rouge",4,3
"62586",62586,46.11,1,"Jaune",4,2
"62626",62626,38.72,0.52,"Bleu",5,1
"62666",62666,61.64,1.52,"Jaune",3,3
"62704",62704,52.95,1,"Bleu",5,2
"62724",62724,21.03,0.34,"Bleu",4,1
"62818",62818,32.2,0.57,"Rouge",3,2
"62829",62829,61.87,2,"Rouge",1,2
"62838",62838,26.42,0.32,"Jaune",5,2
"62851",62851,46.27,0.99,"Bleu",3,3
"62957",62957,37.24,1,"Rouge",3,2
"62999",62999,52.59,1.01,"Rouge",3,2
"63118",63118,32.13,0.6,"Bleu",2,1
"63136",63136,44.6,0.38,"Jaune",5,1
"63232",63232,65.61,0.72,"Jaune",5,3
"63265",63265,39.34,0.61,"Rouge",2,1
"63270",63270,28.69,0.91,"Bleu",1,2
"63551",63551,60.99,1.22,"Rouge",3,2
"63566",63566,66.18,1.52,"Bleu",3,1
"63702",63702,17.24,0.38,"Rouge",3,1
"63843",63843,29.42,0.31,"Bleu",5,3
"63892",63892,30.63,0.3,"Bleu",5,1
"64038",64038,39.84,0.72,"Bleu",4,1
"64098",64098,48.04,0.53,"Bleu",5,2
"64155",64155,49.06,1.01,"Jaune",2,2
"64307",64307,38.8,0.97,"Bleu",3,3
"64388",64388,42.03,0.43,"Jaune",4,1
"64396",64396,49.36,0.76,"Rouge",5,1
"64465",64465,45.45,1.06,"Jaune",4,2
"64621",64621,27.18,0.33,"Bleu",4,3
"64630",64630,40.66,0.44,"Rouge",5,2
"64788",64788,46.73,1.01,"Rouge",4,2
"64864",64864,34.17,0.38,"Jaune",3,1
"64917",64917,51.95,1.01,"Bleu",2,3
"65353",65353,43.86,0.58,"Bleu",5,3
"65427",65427,29.67,0.38,"Bleu",4,1
"65457",65457,83.75,1.5,"Rouge",5,2
"65495",65495,88.47,2.01,"Rouge",2,1
"65594",65594,42.98,0.53,"Rouge",2,3
"65607",65607,33.16,0.51,"Bleu",3,2
"65694",65694,48.76,1.11,"Rouge",4,1
"65844",65844,22.96,0.25,"Bleu",3,2
"65871",65871,51.63,1.16,"Rouge",3,1
"66177",66177,41.05,0.73,"Bleu",3,3
"66354",66354,108.83,2.01,"Rouge",5,1
"66362",66362,74.65,1.12,"Bleu",5,1
"66397",66397,37.34,0.25,"Jaune",3,1
"66406",66406,28.47,0.33,"Bleu",5,3
"66416",66416,30.87,0.7,"Bleu",4,3
"66443",66443,24.52,0.51,"Rouge",3,1
"66509",66509,66.4,1.29,"Rouge",4,3
"66513",66513,41.81,0.53,"Jaune",4,3
"66520",66520,38.82,0.56,"Bleu",4,2
"66564",66564,33.07,0.32,"Bleu",3,1
"66640",66640,18.58,0.4,"Jaune",4,2
"66717",66717,36.8,0.73,"Bleu",5,2
"66746",66746,28.34,0.51,"Bleu",3,2
"66797",66797,33.66,0.95,"Jaune",1,1
"66844",66844,30.93,0.33,"Rouge",5,1
"66945",66945,59.28,1.26,"Jaune",4,3
"66966",66966,24.28,0.3,"Bleu",5,2
"67044",67044,39.7,0.73,"Bleu",3,1
"67058",67058,60.61,1.28,"Bleu",4,1
"67120",67120,33.65,0.7,"Bleu",2,2
"67304",67304,47.76,1.3,"Bleu",2,3
"67336",67336,38.03,0.54,"Rouge",5,2
"67366",67366,29.11,0.3,"Rouge",5,3
"67405",67405,53.89,1.01,"Rouge",4,1
"67444",67444,36.22,0.9,"Bleu",3,3
"67489",67489,42.78,0.74,"Bleu",3,1
"67497",67497,33.88,0.5,"Bleu",4,1
"67640",67640,47.64,1.03,"Bleu",5,2
"67731",67731,28.7,0.45,"Bleu",4,2
"67767",67767,25.42,0.33,"Bleu",4,1
"67851",67851,67.97,1.05,"Rouge",4,2
"67890",67890,45.21,0.74,"Jaune",4,1
"68009",68009,37.11,0.42,"Rouge",4,2
"68033",68033,24.96,0.27,"Bleu",3,2
"68119",68119,24.52,0.38,"Bleu",5,2
"68203",68203,26.29,0.32,"Rouge",4,1
"68233",68233,64.4,1.5,"Bleu",3,1
"68289",68289,24.82,0.32,"Jaune",5,3
"68394",68394,47.48,1,"Bleu",3,2
"68518",68518,41.69,0.55,"Rouge",5,3
"68557",68557,52.63,0.72,"Rouge",5,3
"68633",68633,41.99,0.43,"Bleu",5,1
"68692",68692,80.88,1.25,"Rouge",5,1
"68715",68715,31.52,0.7,"Bleu",1,1
"68718",68718,32.61,0.36,"Bleu",5,2
"68787",68787,34.69,0.39,"Bleu",5,3
"68810",68810,86.34,2,"Jaune",4,1
"68820",68820,62.35,1.29,"Jaune",4,1
"69004",69004,65.67,1.07,"Jaune",5,1
"69038",69038,42.99,0.72,"Rouge",5,1
"69151",69151,33.56,0.3,"Rouge",2,1
"69180",69180,36.07,0.52,"Rouge",3,2
"69193",69193,42.01,0.55,"Bleu",3,1
"69249",69249,39.68,0.32,"Rouge",4,1
"69254",69254,39.3,0.4,"Bleu",4,1
"69355",69355,29.18,0.33,"Bleu",5,3
"69410",69410,28.9,0.7,"Bleu",5,3
"69442",69442,40.78,0.4,"Bleu",5,2
"69455",69455,25.81,0.38,"Bleu",5,2
"69555",69555,90.78,1.55,"Rouge",5,3
"69760",69760,57.17,0.9,"Jaune",5,1
"69811",69811,48.39,1,"Bleu",4,1
"69843",69843,76.22,1.31,"Rouge",4,3
"69869",69869,43.14,1.5,"Bleu",1,1
"69971",69971,82.28,1.55,"Bleu",2,1
"69974",69974,26,0.3,"Bleu",4,3
"70079",70079,42.79,0.71,"Bleu",4,2
"70190",70190,31.06,0.3,"Jaune",5,1
"70218",70218,38.68,0.38,"Bleu",5,1
"70220",70220,34.29,0.51,"Rouge",5,1
"70308",70308,12.33,0.31,"Rouge",2,2
"70392",70392,44.6,1.2,"Bleu",4,2
"70476",70476,16.99,0.4,"Bleu",2,3
"70501",70501,71.06,1.52,"Jaune",4,3
"70669",70669,19.32,0.3,"Rouge",4,2
"70670",70670,30.55,0.7,"Rouge",3,2
"70743",70743,112.11,2.07,"Jaune",5,2
"70795",70795,50.37,1.11,"Bleu",4,1
"70916",70916,25.34,0.4,"Jaune",4,1
"70945",70945,57.87,0.76,"Jaune",5,1
"70989",70989,48.8,0.54,"Bleu",5,1
"71057",71057,114.36,2.14,"Bleu",5,3
"71267",71267,45,0.41,"Bleu",5,2
"71270",71270,26.07,0.52,"Rouge",2,2
"71413",71413,85.81,2.05,"Bleu",4,1
"71521",71521,29.99,0.27,"Rouge",5,1
"71569",71569,66.5,1.23,"Bleu",5,1
"71610",71610,41.71,0.73,"Rouge",4,1
"71793",71793,40.59,0.51,"Bleu",5,3
"71836",71836,88.12,1.61,"Jaune",5,3
"71970",71970,27.87,0.36,"Rouge",2,1
"72031",72031,24.4,0.52,"Bleu",5,2
"72153",72153,29.24,0.5,"Bleu",3,1
"72224",72224,44.29,0.56,"Jaune",5,3
"72251",72251,26.52,0.74,"Rouge",4,2
"72365",72365,30.68,0.3,"Jaune",4,1
"72497",72497,69.59,1.02,"Jaune",3,2
"72551",72551,37.61,0.38,"Rouge",5,1
"72560",72560,45.13,1,"Rouge",4,3
"72701",72701,40.92,0.82,"Bleu",3,1
"72712",72712,40.82,0.39,"Bleu",5,3
"72743",72743,54.45,0.7,"Bleu",5,2
"72803",72803,67.42,1.36,"Bleu",3,1
"72869",72869,47.11,0.43,"Jaune",5,1
"73060",73060,69.99,1.34,"Rouge",4,3
"73066",73066,54.69,0.74,"Rouge",5,2
"73081",73081,69.5,1.03,"Rouge",5,2
"73147",73147,33.66,0.26,"Rouge",3,1
"73224",73224,62.46,1.2,"Bleu",4,1
"73429",73429,54.51,1.01,"Bleu",4,1
"73473",73473,40.76,0.54,"Jaune",5,1
"73509",73509,29.44,0.31,"Bleu",5,2
"73739",73739,58.84,1.2,"Rouge",5,2
"73798",73798,88.34,2.05,"Jaune",4,1
"73805",73805,55.46,1.29,"Rouge",4,2
"73951",73951,45.47,0.55,"Jaune",4,1
"74141",74141,52.87,1,"Jaune",4,3
"74157",74157,21.84,0.33,"Rouge",3,1
"74194",74194,73.34,1.28,"Bleu",5,3
"74195",74195,29.62,0.33,"Jaune",4,3
"74199",74199,81.31,1.2,"Bleu",5,1
"74270",74270,26.03,0.31,"Jaune",5,2
"74326",74326,80.5,2.01,"Rouge",4,2
"74454",74454,25.29,0.55,"Jaune",3,1
"74463",74463,91.29,2.24,"Bleu",4,3
"74506",74506,21,0.37,"Rouge",3,2
"74507",74507,67,2.02,"Jaune",1,3
"74575",74575,39.36,0.53,"Bleu",3,2
"74607",74607,100.1,2.09,"Jaune",3,1
"74651",74651,71.81,1.5,"Bleu",4,1
"74706",74706,40.75,0.71,"Rouge",3,2
"74727",74727,57.82,0.9,"Bleu",5,2
"74826",74826,79.76,1.2,"Rouge",5,1
"74857",74857,18.18,0.3,"Bleu",4,1
"74885",74885,64.03,1.25,"Rouge",4,1
"74921",74921,22.34,0.4,"Jaune",3,3
"75033",75033,54.82,0.71,"Rouge",5,2
"75202",75202,25.09,0.31,"Rouge",3,1
"75290",75290,45.46,0.74,"Bleu",5,1
"75318",75318,39.13,1,"Jaune",4,2
"75335",75335,43.84,0.71,"Bleu",4,1
"75340",75340,35.09,0.31,"Rouge",5,1
"75455",75455,70.32,1.07,"Rouge",5,1
"75621",75621,47.64,0.53,"Jaune",5,1
"75697",75697,104.48,1.74,"Jaune",5,1
"75721",75721,27.62,0.41,"Rouge",5,2
"75747",75747,73.71,1.66,"Bleu",3,2
"75848",75848,40.55,0.4,"Rouge",5,1
"76071",76071,23.8,0.31,"Bleu",3,1
"76196",76196,32.06,0.32,"Bleu",4,3
"76228",76228,76.01,1.5,"Bleu",5,1
"76229",76229,36.06,0.42,"Jaune",5,1
"76238",76238,36.37,0.34,"Rouge",4,1
"76364",76364,39.52,0.56,"Bleu",3,2
"77129",77129,24.66,0.33,"Rouge",3,1
"77162",77162,55.33,1,"Jaune",4,1
"77186",77186,13.66,0.34,"Jaune",3,3
"77379",77379,41.02,0.7,"Bleu",3,1
"77446",77446,24.35,0.3,"Bleu",5,1
"77497",77497,31.81,0.31,"Rouge",5,1
"77501",77501,74.11,2.18,"Jaune",2,1
"77535",77535,48.85,0.7,"Bleu",5,2
"77540",77540,28.34,0.61,"Rouge",3,1
"77787",77787,26.76,0.37,"Rouge",1,3
"77797",77797,27.97,0.3,"Rouge",5,1
"77822",77822,47.37,0.72,"Bleu",5,3
"77844",77844,40.81,0.37,"Jaune",5,3
"77982",77982,24.08,0.41,"Rouge",5,1
"78044",78044,33.69,0.41,"Bleu",4,2
"78095",78095,37.73,0.51,"Bleu",4,1
"78208",78208,23.35,0.43,"Bleu",2,2
"78342",78342,49.33,0.7,"Jaune",3,2
"78384",78384,31.95,0.41,"Bleu",5,1
"78391",78391,64.79,2.04,"Rouge",1,2
"78573",78573,24.87,0.3,"Jaune",3,2
