"","Id","Poids","Couleur","Intensité","Régularité"
"23922",23922,0.31,"Bleu","5","1"
"23923",23923,0.71,"Jaune","5","1"
"23924",23924,0.32,"Jaune","5","1"
"23925",23925,0.38,"Rouge","5","3"
"23926",23926,1.5,"Bleu","2","2"
"23927",23927,0.57,"Bleu","4","2"
"23928",23928,0.91,"Bleu","2","2"
"23929",23929,1,"Jaune","5","2"
"23930",23930,1.22,"Rouge","4","1"
"23931",23931,0.32,"Rouge","5","1"
"23932",23932,0.74,"Rouge","2","1"
"23933",23933,0.34,"Rouge","2","1"
"23934",23934,0.32,"Bleu","5","2"
"23935",23935,0.46,"Rouge","2","1"
"23936",23936,0.72,"Jaune","5","3"
"23937",23937,0.82,"Jaune","5","3"
"23938",23938,0.84,"Bleu","5","1"
"23939",23939,0.33,"Bleu","5","3"
"23940",23940,1.04,"Bleu","5","2"
"23941",23941,1.53,"Jaune","3","3"
"23942",23942,0.53,"Rouge","5","1"
"23943",23943,0.53,"Bleu","3","1"
"23944",23944,0.32,"Jaune","5","2"
"23945",23945,1.05,"Jaune","5","2"
"23946",23946,1.28,"Rouge","5","1"
"23947",23947,0.7,"Bleu","5","3"
"23948",23948,0.3,"Rouge","5","2"
"23949",23949,0.25,"Jaune","5","2"
"23950",23950,2.56,"Rouge","2","1"
"23951",23951,0.73,"Bleu","4","2"
"23952",23952,2.31,"Jaune","4","2"
"23953",23953,0.32,"Bleu","5","3"
"23954",23954,0.51,"Bleu","5","2"
"23955",23955,1.06,"Rouge","5","1"
"23956",23956,1.11,"Jaune","5","2"
"23957",23957,0.4,"Jaune","2","1"
"23958",23958,0.4,"Rouge","5","2"
"23959",23959,0.31,"Jaune","4","1"
"23960",23960,1.01,"Jaune","5","1"
"23961",23961,0.32,"Rouge","5","3"
"23962",23962,0.5,"Jaune","1","2"
"23963",23963,0.3,"Jaune","5","1"
"23964",23964,0.93,"Bleu","2","3"
"23965",23965,0.31,"Rouge","4","1"
"23966",23966,1,"Bleu","5","2"
"23967",23967,0.91,"Rouge","3","1"
"23968",23968,0.7,"Bleu","3","1"
"23969",23969,1.51,"Jaune","5","1"
"23970",23970,0.5,"Rouge","2","1"
"23971",23971,0.81,"Jaune","4","3"
"23972",23972,2.19,"Jaune","5","1"
"23973",23973,0.55,"Jaune","3","3"
"23974",23974,1.01,"Rouge","4","1"
"23975",23975,0.32,"Rouge","3","2"
"23976",23976,1.35,"Rouge","3","1"
"23977",23977,2.02,"Bleu","4","1"
"23978",23978,0.9,"Jaune","3","1"
"23979",23979,0.94,"Rouge","1","3"
"23980",23980,0.4,"Bleu","3","2"
"23981",23981,0.34,"Rouge","5","3"
"23982",23982,0.33,"Rouge","5","1"
"23983",23983,1.47,"Jaune","3","2"
"23984",23984,1.27,"Jaune","5","3"
"23985",23985,0.52,"Rouge","5","2"
"23986",23986,2.01,"Rouge","3","1"
"23987",23987,0.59,"Rouge","5","2"
"23988",23988,1.03,"Rouge","5","1"
"23989",23989,0.71,"Bleu","5","3"
"23990",23990,0.76,"Bleu","3","2"
"23991",23991,0.56,"Bleu","3","3"
"23992",23992,0.27,"Rouge","5","3"
"23993",23993,0.31,"Jaune","5","1"
"23994",23994,1.28,"Rouge","4","2"
"23995",23995,1.27,"Bleu","5","2"
"23996",23996,0.77,"Bleu","3","2"
"23997",23997,0.9,"Bleu","2","1"
"23998",23998,2.01,"Bleu","3","2"
"23999",23999,0.28,"Jaune","3","1"
"24000",24000,1.44,"Rouge","1","2"
"24001",24001,0.71,"Jaune","4","1"
"24002",24002,0.7,"Jaune","4","2"
"24003",24003,0.27,"Jaune","3","1"
"24004",24004,0.34,"Rouge","5","2"
"24005",24005,0.51,"Rouge","3","3"
"24006",24006,0.41,"Bleu","2","2"
"24007",24007,0.71,"Rouge","3","2"
"24008",24008,2.34,"Rouge","3","1"
"24009",24009,0.9,"Rouge","3","3"
"24010",24010,0.53,"Bleu","5","1"
"24011",24011,0.5,"Bleu","3","2"
"24012",24012,1.23,"Jaune","2","1"
"24013",24013,0.91,"Rouge","3","1"
"24014",24014,0.3,"Bleu","3","1"
"24015",24015,0.37,"Bleu","5","2"
"24016",24016,2.51,"Jaune","4","1"
"24017",24017,0.9,"Bleu","2","1"
"24018",24018,0.3,"Jaune","3","2"
"24019",24019,1.51,"Bleu","4","2"
"24020",24020,1.2,"Bleu","4","3"
"24021",24021,0.63,"Bleu","4","1"
"24022",24022,0.9,"Jaune","3","1"
"24023",24023,1.01,"Bleu","4","1"
"24024",24024,1,"Jaune","5","1"
"24025",24025,0.36,"Bleu","5","1"
"24026",24026,1.1,"Bleu","5","3"
"24027",24027,1.01,"Rouge","3","2"
"24028",24028,0.5,"Bleu","5","1"
"24029",24029,1.75,"Rouge","5","3"
"24030",24030,1.05,"Bleu","5","1"
"24031",24031,0.9,"Rouge","1","2"
"24032",24032,1.23,"Jaune","5","3"
"24033",24033,0.9,"Rouge","3","2"
"24034",24034,2.18,"Jaune","4","1"
"24035",24035,1.54,"Bleu","4","3"
"24036",24036,1.24,"Bleu","5","1"
"24037",24037,0.91,"Jaune","4","3"
"24038",24038,0.24,"Rouge","3","2"
"24039",24039,1.45,"Rouge","4","1"
"24040",24040,0.34,"Jaune","3","3"
"24041",24041,0.32,"Rouge","5","3"
"24042",24042,0.31,"Jaune","5","1"
"24043",24043,0.54,"Rouge","5","1"
"24044",24044,0.39,"Jaune","4","3"
"24045",24045,1.13,"Rouge","5","2"
"24046",24046,0.32,"Rouge","5","3"
"24047",24047,0.5,"Bleu","5","2"
"24048",24048,0.58,"Rouge","4","2"
"24049",24049,1.54,"Bleu","5","2"
"24050",24050,0.32,"Bleu","2","1"
"24051",24051,0.9,"Rouge","3","2"
"24052",24052,0.31,"Rouge","5","3"
"24053",24053,1.32,"Bleu","3","3"
"24054",24054,0.55,"Bleu","5","2"
"24055",24055,0.82,"Bleu","5","3"
"24056",24056,0.54,"Rouge","5","3"
"24057",24057,0.3,"Bleu","3","3"
"24058",24058,0.5,"Bleu","2","1"
"24059",24059,1.5,"Jaune","5","2"
"24060",24060,0.33,"Jaune","5","1"
"24061",24061,0.6,"Bleu","3","1"
"24062",24062,2,"Bleu","4","3"
"24063",24063,1.15,"Jaune","5","1"
"24064",24064,0.57,"Jaune","4","1"
"24065",24065,0.72,"Jaune","4","1"
"24066",24066,2.01,"Rouge","5","2"
"24067",24067,1.54,"Rouge","5","1"
"24068",24068,0.3,"Jaune","3","1"
"24069",24069,0.36,"Bleu","5","2"
"24070",24070,1,"Jaune","5","2"
"24071",24071,1,"Bleu","2","2"
"24072",24072,0.72,"Jaune","3","1"
"24073",24073,1.11,"Bleu","3","3"
"24074",24074,1.15,"Jaune","5","2"
"24075",24075,0.54,"Bleu","5","2"
"24076",24076,1.15,"Bleu","5","1"
"24077",24077,0.33,"Jaune","4","1"
"24078",24078,1.2,"Bleu","2","1"
"24079",24079,0.36,"Rouge","5","3"
"24080",24080,0.38,"Bleu","5","1"
"24081",24081,0.53,"Bleu","5","1"
"24082",24082,0.31,"Rouge","2","3"
"24083",24083,0.53,"Jaune","3","1"
"24084",24084,0.7,"Jaune","1","1"
"24085",24085,1.24,"Bleu","5","2"
"24086",24086,0.41,"Jaune","2","2"
"24087",24087,1.24,"Jaune","5","2"
"24088",24088,0.34,"Bleu","4","1"
"24089",24089,0.3,"Jaune","5","3"
"24090",24090,1,"Bleu","4","1"
"24091",24091,0.31,"Jaune","5","2"
"24092",24092,0.34,"Rouge","5","2"
"24093",24093,0.23,"Jaune","3","2"
"24094",24094,1.51,"Rouge","3","2"
"24095",24095,1.01,"Jaune","4","1"
"24096",24096,1.01,"Jaune","5","3"
"24097",24097,1.04,"Rouge","3","3"
"24098",24098,1.07,"Bleu","4","3"
"24099",24099,0.51,"Bleu","5","1"
"24100",24100,0.35,"Jaune","5","1"
"24101",24101,0.9,"Jaune","2","1"
"24102",24102,1.02,"Jaune","3","3"
"24103",24103,1.59,"Bleu","4","3"
"24104",24104,0.51,"Rouge","5","3"
"24105",24105,0.62,"Jaune","5","1"
"24106",24106,0.52,"Rouge","5","1"
"24107",24107,0.77,"Bleu","3","3"
"24108",24108,0.5,"Jaune","3","1"
"24109",24109,1.02,"Rouge","5","1"
"24110",24110,2.03,"Bleu","3","2"
"24111",24111,0.31,"Rouge","3","1"
"24112",24112,1,"Bleu","4","2"
"24113",24113,2.15,"Bleu","3","3"
"24114",24114,1.01,"Bleu","3","1"
"24115",24115,1.71,"Bleu","4","1"
"24116",24116,0.31,"Rouge","5","2"
"24117",24117,1.01,"Rouge","4","1"
"24118",24118,0.52,"Rouge","5","1"
"24119",24119,1.1,"Bleu","2","2"
"24120",24120,0.4,"Bleu","4","1"
"24121",24121,1.13,"Rouge","4","3"
"24122",24122,0.38,"Rouge","2","1"
"24123",24123,1.51,"Rouge","4","1"
"24124",24124,0.72,"Rouge","5","2"
"24125",24125,1,"Jaune","5","2"
"24126",24126,1.05,"Bleu","3","1"
"24127",24127,1.07,"Rouge","5","3"
"24128",24128,0.29,"Jaune","3","2"
"24129",24129,0.32,"Rouge","5","2"
"24130",24130,0.42,"Rouge","5","1"
"24131",24131,0.71,"Bleu","5","2"
"24132",24132,1.21,"Bleu","4","2"
"24133",24133,0.59,"Rouge","1","2"
"24134",24134,0.33,"Bleu","3","2"
"24135",24135,0.8,"Bleu","2","1"
"24136",24136,0.56,"Jaune","5","1"
"24137",24137,0.31,"Jaune","3","1"
"24138",24138,2.04,"Bleu","3","2"
"24139",24139,0.34,"Jaune","5","2"
"24140",24140,0.32,"Jaune","5","1"
"24141",24141,1.68,"Rouge","5","1"
"24142",24142,1.03,"Jaune","5","1"
"24143",24143,0.73,"Rouge","5","2"
"24144",24144,0.75,"Jaune","5","1"
"24145",24145,1.15,"Rouge","3","2"
"24146",24146,0.73,"Rouge","5","2"
"24147",24147,1.21,"Rouge","1","2"
"24148",24148,0.5,"Rouge","1","2"
"24149",24149,0.97,"Rouge","3","3"
"24150",24150,1.02,"Jaune","4","2"
"24151",24151,1.7,"Rouge","5","3"
"24152",24152,0.4,"Bleu","4","1"
"24153",24153,0.52,"Rouge","2","2"
"24154",24154,0.33,"Rouge","4","3"
"24155",24155,0.31,"Jaune","4","3"
"24156",24156,1,"Bleu","4","1"
"24157",24157,0.3,"Rouge","5","2"
"24158",24158,2,"Bleu","4","2"
"24159",24159,0.9,"Rouge","5","2"
"24160",24160,0.32,"Bleu","3","1"
"24161",24161,0.55,"Rouge","4","2"
"24162",24162,0.37,"Rouge","4","2"
"24163",24163,0.32,"Bleu","5","3"
"24164",24164,0.3,"Jaune","5","1"
"24165",24165,1,"Bleu","5","1"
"24166",24166,0.53,"Rouge","3","1"
"24167",24167,1.17,"Bleu","5","1"
"24168",24168,0.31,"Bleu","5","1"
"24169",24169,1.25,"Rouge","4","1"
"24170",24170,1.35,"Bleu","4","1"
"24171",24171,1.16,"Rouge","5","2"
"24172",24172,1.55,"Rouge","5","2"
"24173",24173,0.53,"Jaune","3","3"
"24174",24174,0.37,"Jaune","4","1"
"24175",24175,1.01,"Bleu","1","1"
"24176",24176,0.4,"Rouge","4","3"
"24177",24177,0.3,"Bleu","5","2"
"24178",24178,0.9,"Bleu","4","2"
"24179",24179,0.3,"Rouge","3","1"
"24180",24180,0.79,"Rouge","3","1"
"24181",24181,0.76,"Rouge","4","3"
"24182",24182,1.74,"Bleu","4","2"
"24183",24183,0.72,"Jaune","5","2"
"24184",24184,1.66,"Rouge","5","1"
"24185",24185,0.31,"Rouge","2","1"
"24186",24186,0.54,"Jaune","3","3"
"24187",24187,0.31,"Bleu","2","3"
"24188",24188,1.2,"Rouge","3","1"
"24189",24189,0.3,"Jaune","5","1"
"24190",24190,1.02,"Rouge","5","2"
"24191",24191,1.19,"Rouge","4","2"
"24192",24192,0.75,"Rouge","3","3"
"24193",24193,1.14,"Bleu","3","1"
"24194",24194,0.52,"Bleu","3","1"
"24195",24195,0.31,"Bleu","5","3"
"24196",24196,1.31,"Bleu","3","2"
"24197",24197,0.9,"Jaune","4","1"
"24198",24198,1.01,"Bleu","3","1"
"24199",24199,0.4,"Jaune","3","2"
"24200",24200,0.41,"Bleu","5","2"
"24201",24201,0.75,"Bleu","4","1"
"24202",24202,2.01,"Rouge","2","2"
"24203",24203,0.35,"Bleu","3","2"
"24204",24204,1.2,"Rouge","4","1"
"24205",24205,0.89,"Rouge","5","1"
"24206",24206,1.16,"Jaune","4","2"
"24207",24207,1.55,"Jaune","5","1"
"24208",24208,0.71,"Rouge","1","3"
"24209",24209,0.7,"Rouge","5","2"
"24210",24210,0.94,"Rouge","3","1"
"24211",24211,1.01,"Bleu","5","2"
"24212",24212,0.34,"Bleu","5","1"
"24213",24213,0.9,"Rouge","4","2"
"24214",24214,1.51,"Rouge","4","1"
"24215",24215,0.71,"Bleu","5","1"
"24216",24216,1.01,"Bleu","4","1"
"24217",24217,0.9,"Bleu","5","1"
"24218",24218,0.31,"Bleu","2","2"
"24219",24219,1.11,"Bleu","4","2"
"24220",24220,1.7,"Rouge","4","2"
"24221",24221,0.52,"Rouge","4","3"
"24222",24222,0.35,"Jaune","5","2"
"24223",24223,0.23,"Bleu","3","3"
"24224",24224,2.02,"Rouge","1","1"
"24225",24225,0.3,"Rouge","4","1"
"24226",24226,0.51,"Bleu","5","3"
"24227",24227,0.3,"Rouge","4","2"
"24228",24228,0.32,"Jaune","4","3"
"24229",24229,0.71,"Rouge","4","1"
"24230",24230,0.38,"Bleu","3","3"
"24231",24231,0.95,"Bleu","5","3"
"24232",24232,0.58,"Bleu","5","2"
"24233",24233,0.33,"Bleu","5","3"
"24234",24234,0.3,"Rouge","4","1"
"24235",24235,0.37,"Jaune","5","1"
"24236",24236,1.01,"Bleu","3","2"
"24237",24237,2.01,"Rouge","3","2"
"24238",24238,0.42,"Bleu","5","3"
"24239",24239,1.01,"Bleu","5","1"
"24240",24240,1,"Jaune","3","2"
"24241",24241,0.31,"Rouge","4","2"
"24242",24242,0.74,"Rouge","3","1"
"24243",24243,0.7,"Rouge","5","2"
"24244",24244,0.32,"Bleu","5","3"
"24245",24245,0.75,"Bleu","4","3"
"24246",24246,1.01,"Jaune","2","3"
"24247",24247,0.51,"Bleu","5","1"
"24248",24248,2.01,"Rouge","4","2"
"24249",24249,0.3,"Bleu","5","3"
"24250",24250,1.65,"Rouge","5","3"
"24251",24251,1.52,"Bleu","3","2"
"24252",24252,0.6,"Bleu","5","1"
"24253",24253,0.71,"Rouge","5","1"
"24254",24254,0.73,"Rouge","3","2"
"24255",24255,0.24,"Rouge","3","2"
"24256",24256,0.33,"Rouge","4","2"
"24257",24257,0.31,"Bleu","4","1"
"24258",24258,0.38,"Jaune","2","1"
"24259",24259,1.05,"Rouge","5","1"
"24260",24260,0.32,"Jaune","5","3"
"24261",24261,0.59,"Rouge","3","2"
"24262",24262,0.24,"Rouge","4","1"
"24263",24263,0.5,"Rouge","3","3"
"24264",24264,0.39,"Jaune","4","2"
"24265",24265,1.04,"Bleu","5","1"
"24266",24266,0.5,"Bleu","3","2"
"24267",24267,0.9,"Jaune","3","1"
"24268",24268,0.57,"Bleu","5","1"
"24269",24269,0.5,"Bleu","2","1"
"24270",24270,0.5,"Jaune","3","3"
"24271",24271,0.5,"Rouge","5","2"
"24272",24272,1.07,"Rouge","2","2"
"24273",24273,0.51,"Bleu","5","2"
"24274",24274,0.26,"Jaune","4","2"
"24275",24275,1.01,"Jaune","3","1"
"24276",24276,0.91,"Rouge","3","1"
"24277",24277,1.01,"Rouge","3","3"
"24278",24278,1.27,"Rouge","3","1"
"24279",24279,0.41,"Bleu","5","1"
"24280",24280,1.54,"Jaune","4","1"
"24281",24281,1.19,"Jaune","5","3"
"24282",24282,2.04,"Rouge","5","2"
"24283",24283,1.01,"Jaune","5","3"
"24284",24284,2.03,"Jaune","4","1"
"24285",24285,0.41,"Jaune","2","2"
"24286",24286,0.35,"Bleu","5","3"
"24287",24287,1.53,"Jaune","5","3"
"24288",24288,0.5,"Jaune","3","3"
"24289",24289,2.02,"Bleu","5","3"
"24290",24290,0.57,"Jaune","5","1"
"24291",24291,0.54,"Bleu","5","1"
"24292",24292,0.35,"Jaune","3","1"
"24293",24293,1.01,"Rouge","1","1"
"24294",24294,0.58,"Bleu","5","1"
"24295",24295,0.31,"Rouge","5","1"
"24296",24296,1.01,"Rouge","3","1"
"24297",24297,1.01,"Rouge","4","1"
"24298",24298,1.02,"Jaune","5","3"
"24299",24299,0.57,"Bleu","3","1"
"24300",24300,1.02,"Rouge","3","1"
"24301",24301,0.31,"Bleu","5","1"
"24302",24302,0.31,"Jaune","5","2"
"24303",24303,0.5,"Bleu","5","1"
"24304",24304,0.3,"Rouge","4","2"
"24305",24305,0.33,"Rouge","5","1"
"24306",24306,0.4,"Bleu","3","1"
"24307",24307,0.81,"Rouge","5","3"
"24308",24308,0.56,"Jaune","5","3"
"24309",24309,0.31,"Bleu","4","3"
"24310",24310,0.52,"Rouge","3","3"
"24311",24311,0.9,"Rouge","3","1"
"24312",24312,0.96,"Rouge","1","2"
"24313",24313,0.4,"Bleu","3","2"
"24314",24314,0.3,"Bleu","4","1"
"24315",24315,0.8,"Bleu","3","2"
"24316",24316,1.4,"Bleu","3","2"
"24317",24317,1.03,"Bleu","4","2"
"24318",24318,0.39,"Rouge","3","2"
"24319",24319,0.6,"Bleu","4","1"
"24320",24320,0.54,"Rouge","5","1"
"24321",24321,1.56,"Jaune","3","1"
"24322",24322,1,"Jaune","2","3"
"24323",24323,0.75,"Bleu","3","3"
"24324",24324,0.23,"Bleu","3","1"
"24325",24325,1.5,"Bleu","3","1"
"24326",24326,1.21,"Bleu","5","3"
"24327",24327,0.71,"Jaune","4","2"
"24328",24328,0.31,"Jaune","3","2"
"24329",24329,0.52,"Rouge","5","2"
"24330",24330,0.32,"Jaune","5","3"
"24331",24331,0.5,"Bleu","4","3"
"24332",24332,0.71,"Jaune","3","2"
"24333",24333,0.34,"Bleu","5","2"
"24334",24334,0.71,"Jaune","5","2"
"24335",24335,0.58,"Jaune","5","1"
"24336",24336,0.54,"Bleu","5","1"
"24337",24337,2.02,"Rouge","3","2"
"24338",24338,1.2,"Rouge","3","2"
"24339",24339,0.45,"Rouge","3","1"
"24340",24340,1.07,"Bleu","4","1"
"24341",24341,0.34,"Rouge","4","3"
"24342",24342,0.32,"Bleu","4","1"
"24343",24343,0.5,"Jaune","5","2"
"24344",24344,0.9,"Bleu","3","3"
"24345",24345,1.5,"Bleu","3","1"
"24346",24346,0.75,"Bleu","5","3"
"24347",24347,0.85,"Jaune","5","1"
"24348",24348,1.2,"Bleu","5","2"
"24349",24349,0.3,"Rouge","5","1"
"24350",24350,1.05,"Rouge","4","1"
"24351",24351,1.02,"Bleu","5","2"
"24352",24352,0.5,"Rouge","4","2"
"24353",24353,0.57,"Jaune","5","3"
"24354",24354,0.31,"Rouge","3","3"
"24355",24355,0.55,"Jaune","5","1"
"24356",24356,1.5,"Bleu","4","1"
"24357",24357,0.62,"Rouge","3","3"
"24358",24358,0.57,"Bleu","5","1"
"24359",24359,0.4,"Rouge","5","1"
"24360",24360,0.3,"Jaune","4","3"
"24361",24361,1.13,"Bleu","5","2"
"24362",24362,1.2,"Jaune","3","1"
"24363",24363,0.3,"Rouge","2","1"
"24364",24364,0.73,"Bleu","5","3"
"24365",24365,1.01,"Bleu","2","2"
"24366",24366,0.34,"Bleu","4","2"
"24367",24367,0.3,"Bleu","5","1"
"24368",24368,2,"Rouge","5","1"
"24369",24369,0.91,"Jaune","5","1"
"24370",24370,0.96,"Bleu","3","2"
"24371",24371,0.4,"Bleu","2","1"
"24372",24372,2.16,"Jaune","3","1"
"24373",24373,1,"Bleu","4","2"
"24374",24374,0.72,"Bleu","4","1"
"24375",24375,0.3,"Bleu","4","1"
"24376",24376,2.2,"Bleu","4","2"
"24377",24377,1.11,"Jaune","3","2"
"24378",24378,0.32,"Bleu","3","1"
"24379",24379,1.16,"Jaune","5","1"
"24380",24380,2.02,"Bleu","3","2"
"24381",24381,1.01,"Bleu","2","3"
"24382",24382,1.08,"Bleu","4","2"
"24383",24383,0.4,"Rouge","2","3"
"24384",24384,1.01,"Bleu","5","1"
"24385",24385,0.7,"Jaune","5","1"
"24386",24386,1.51,"Bleu","5","2"
"24387",24387,0.24,"Jaune","3","3"
"24388",24388,0.66,"Jaune","2","1"
"24389",24389,0.32,"Bleu","4","1"
"24390",24390,0.3,"Rouge","3","2"
"24391",24391,0.51,"Rouge","5","1"
"24392",24392,0.93,"Bleu","4","1"
"24393",24393,0.73,"Jaune","4","1"
"24394",24394,1,"Jaune","3","1"
"24395",24395,0.3,"Bleu","4","1"
"24396",24396,1,"Bleu","2","2"
"24397",24397,0.65,"Bleu","1","1"
"24398",24398,1.07,"Jaune","4","2"
"24399",24399,0.52,"Bleu","5","2"
"24400",24400,0.4,"Bleu","5","3"
"24401",24401,0.43,"Rouge","5","2"
"24402",24402,1.26,"Jaune","5","3"
"24403",24403,1.23,"Bleu","5","2"
"24404",24404,1.02,"Bleu","5","2"
"24405",24405,0.74,"Bleu","4","2"
"24406",24406,1.02,"Jaune","5","2"
"24407",24407,1,"Rouge","4","2"
"24408",24408,1,"Rouge","5","1"
"24409",24409,0.3,"Bleu","5","2"
"24410",24410,0.51,"Bleu","3","2"
"24411",24411,0.41,"Bleu","4","1"
"24412",24412,1.51,"Rouge","3","2"
"24413",24413,1.01,"Bleu","5","1"
"24414",24414,0.5,"Rouge","3","2"
"24415",24415,0.83,"Jaune","5","1"
"24416",24416,0.4,"Rouge","4","3"
"24417",24417,0.3,"Rouge","5","3"
"24418",24418,1.32,"Bleu","3","1"
"24419",24419,0.41,"Jaune","4","2"
"24420",24420,0.41,"Rouge","5","1"
"24421",24421,0.3,"Bleu","5","2"
"24422",24422,0.41,"Bleu","3","1"
"24423",24423,0.56,"Bleu","3","2"
"24424",24424,0.74,"Rouge","5","2"
"24425",24425,1.39,"Rouge","4","3"
"24426",24426,2,"Rouge","5","2"
"24427",24427,0.3,"Rouge","5","3"
"24428",24428,0.36,"Bleu","5","3"
"24429",24429,0.32,"Rouge","5","2"
"24430",24430,0.3,"Bleu","4","3"
"24431",24431,0.29,"Rouge","5","2"
"24432",24432,0.7,"Rouge","4","2"
"24433",24433,1.5,"Rouge","1","1"
"24434",24434,0.31,"Jaune","3","2"
"24435",24435,0.55,"Bleu","5","2"
"24436",24436,0.3,"Rouge","4","2"
"24437",24437,0.3,"Bleu","5","1"
"24438",24438,0.5,"Bleu","2","1"
"24439",24439,1.02,"Rouge","3","3"
"24440",24440,0.41,"Rouge","4","1"
"24441",24441,1.5,"Jaune","4","2"
"24442",24442,1,"Bleu","2","3"
"24443",24443,0.26,"Bleu","2","1"
"24444",24444,0.71,"Bleu","4","1"
"24445",24445,0.56,"Jaune","5","3"
"24446",24446,0.51,"Bleu","4","2"
"24447",24447,0.31,"Jaune","3","1"
"24448",24448,2.18,"Bleu","5","3"
"24449",24449,0.48,"Jaune","5","2"
"24450",24450,1,"Rouge","4","1"
"24451",24451,1.2,"Rouge","3","3"
"24452",24452,0.9,"Rouge","3","1"
"24453",24453,0.91,"Rouge","4","1"
"24454",24454,0.42,"Rouge","5","2"
"24455",24455,0.3,"Rouge","4","3"
"24456",24456,0.5,"Rouge","2","3"
"24457",24457,2.1,"Rouge","4","3"
"24458",24458,1.23,"Bleu","5","1"
"24459",24459,0.41,"Rouge","5","3"
"24460",24460,0.4,"Rouge","5","1"
"24461",24461,0.92,"Bleu","2","3"
"24462",24462,0.4,"Rouge","2","2"
"24463",24463,0.28,"Bleu","3","2"
"24464",24464,0.51,"Rouge","5","3"
"24465",24465,1.1,"Bleu","5","1"
"24466",24466,0.92,"Jaune","4","1"
"24467",24467,0.81,"Rouge","2","3"
"24468",24468,0.5,"Rouge","5","1"
"24469",24469,0.31,"Rouge","5","1"
"24470",24470,0.7,"Rouge","4","1"
"24471",24471,1.04,"Bleu","5","3"
"24472",24472,1.1,"Bleu","4","1"
"24473",24473,0.51,"Jaune","3","1"
"24474",24474,1.52,"Bleu","5","2"
"24475",24475,0.33,"Jaune","3","1"
"24476",24476,0.68,"Jaune","5","1"
"24477",24477,0.74,"Rouge","5","1"
"24478",24478,0.46,"Rouge","1","3"
"24479",24479,0.31,"Jaune","5","3"
"24480",24480,1.04,"Bleu","4","1"
"24481",24481,2.1,"Rouge","4","3"
"24482",24482,1.01,"Bleu","4","3"
"24483",24483,0.51,"Bleu","2","1"
"24484",24484,0.53,"Bleu","4","1"
"24485",24485,2.31,"Jaune","3","3"
"24486",24486,0.43,"Jaune","5","1"
"24487",24487,0.59,"Bleu","5","2"
"24488",24488,1.5,"Bleu","2","2"
"24489",24489,0.52,"Rouge","5","2"
"24490",24490,0.55,"Rouge","3","2"
"24491",24491,0.31,"Rouge","4","1"
"24492",24492,0.75,"Bleu","5","1"
"24493",24493,0.5,"Bleu","5","3"
"24494",24494,0.9,"Jaune","3","1"
"24495",24495,1.51,"Bleu","2","1"
"24496",24496,0.43,"Jaune","3","1"
"24497",24497,0.76,"Bleu","3","1"
"24498",24498,0.92,"Jaune","5","1"
"24499",24499,0.41,"Jaune","3","3"
"24500",24500,0.3,"Bleu","4","2"
"24501",24501,0.32,"Rouge","4","1"
"24502",24502,0.35,"Rouge","5","2"
"24503",24503,0.51,"Jaune","5","3"
"24504",24504,2.02,"Rouge","4","3"
"24505",24505,1.01,"Bleu","3","2"
"24506",24506,1,"Bleu","3","1"
"24507",24507,0.4,"Rouge","5","2"
"24508",24508,0.7,"Rouge","4","1"
"24509",24509,0.9,"Jaune","5","1"
"24510",24510,0.31,"Jaune","5","2"
"24511",24511,0.9,"Rouge","4","1"
"24512",24512,0.7,"Jaune","2","3"
"24513",24513,0.32,"Jaune","5","1"
"24514",24514,0.3,"Rouge","5","3"
"24515",24515,0.29,"Rouge","3","3"
"24516",24516,0.57,"Bleu","5","1"
"24517",24517,0.33,"Bleu","5","1"
"24518",24518,0.31,"Rouge","4","2"
"24519",24519,0.77,"Jaune","5","1"
"24520",24520,0.53,"Rouge","3","3"
"24521",24521,0.24,"Jaune","3","1"
"24522",24522,0.51,"Bleu","3","1"
"24523",24523,1.7,"Rouge","4","1"
"24524",24524,1,"Rouge","4","2"
"24525",24525,0.81,"Bleu","3","2"
"24526",24526,0.76,"Jaune","5","1"
"24527",24527,0.4,"Jaune","4","2"
"24528",24528,0.52,"Bleu","5","2"
"24529",24529,0.35,"Rouge","5","2"
"24530",24530,0.51,"Bleu","2","3"
"24531",24531,1.54,"Rouge","3","1"
"24532",24532,0.57,"Bleu","2","1"
"24533",24533,0.71,"Bleu","3","1"
"24534",24534,0.31,"Bleu","5","3"
"24535",24535,0.3,"Bleu","3","1"
"24536",24536,0.7,"Rouge","3","1"
"24537",24537,1.55,"Jaune","5","1"
"24538",24538,0.41,"Bleu","4","2"
"24539",24539,1.52,"Rouge","5","1"
"24540",24540,0.57,"Rouge","3","2"
"24541",24541,1.02,"Jaune","3","2"
"24542",24542,0.32,"Jaune","3","2"
"24543",24543,0.33,"Bleu","5","2"
"24544",24544,0.62,"Bleu","5","1"
"24545",24545,0.91,"Jaune","5","1"
"24546",24546,0.72,"Bleu","2","2"
"24547",24547,0.32,"Bleu","5","2"
"24548",24548,0.32,"Rouge","5","2"
"24549",24549,0.24,"Rouge","5","2"
"24550",24550,1,"Bleu","3","1"
"24551",24551,1.5,"Bleu","3","1"
"24552",24552,0.7,"Jaune","5","1"
"24553",24553,1.01,"Rouge","3","2"
"24554",24554,0.86,"Jaune","2","2"
"24555",24555,0.83,"Bleu","2","1"
"24556",24556,2.48,"Bleu","3","2"
"24557",24557,0.54,"Bleu","2","2"
"24558",24558,0.5,"Rouge","2","3"
